lead_id,created_at,customer_id,company_name_raw,industry_raw,province_raw,source_channel_raw,campaign_id,product_interest_id,inquiry_type,company_size_band,pages_viewed_30d,form_completeness_pct,requested_quote_flag,requested_sample_flag,budget_status,purchase_timeline_days,assigned_sales_id,lifecycle_status_raw,lost_reason_raw,expected_value_vnd,email,phone
L000213,2026-05-15 14:36:00,C0018,Solutions Health Vietnam,Cleanroom Contractor,Ha Noi,Google Ads,MC002,P006,Sample Request,250-999,1,68,0,0,Approved,14,E101,Won,,33750000.0,solutions19@company.vn,0927474320
L000214,2026-05-18 16:24:00,C0107,Solutions Lab JSC,Laboratory,Long An,Google Ads,MC002,P010,Sample Request,50-249,3,98,1,0,No Budget,90,E101,Disqualified,Not ICP,14480000.0,,0923903028
L000215,2026/05/20 16:34,C0002,Scientific Advanced Vietnam,Food & Beverage,Hanoi,Google Ads,MC002,P001,Stock Check,1000+,3,85,0,1,No Budget,30,E103,Won,,61980000.0,scientific21@company.vn,0953236468
L000216,2026-05-20 09:09:00,C0161,Asia Bio Vietnam,Trading Company,Da Nang,Google Ads,MC002,P005,Stock Check,50-249,1,57,1,0,Approved,60,E101,Qualified,Price,12000000.0,asia22@company.vn,0996040734
L000217,2026-05-30 15:56:00,C0082,Health Tech Vietnam,Electronics,Ha Noi,Google Ads,MC002,P003,Technical Inquiry,1000+,5,89,0,0,No Budget,180,E102,Qualified,Specification,40790000.0,health23@company.vn,0955048626
L000218,2026-06-01 10:04:00,C0141,Solutions Green Factory,Medical Device,Da Nang,Google Ads,MC002,P032,Product Recommendation,250-999,4,59,1,0,Unknown,180,E102,Quoted,No Response,789440000.0,solutions24@company.vn,0958627845
L000219,2026-06-04 08:53:00,C0070,Nova Green JSC,Medical Device,Binh Duong,Google Ads,MC002,P001,Stock Check,10-49,4,75,0,1,Unknown,90,E101,Qualified,Specification,10820000.0,nova25@company.vn,0922271480
L000220,2026-06-19 09:14:00,C0017,Advanced Vietnam Co Ltd,Medical Device,Dong Nai,Paid Search,MC002,P026,Price Request,50-249,6,84,1,0,Unknown,14,E101,Disqualified,Student/Research,166000000.0,advanced26@company.vn,0956016810
L000221,2026-06-25 13:06:00,C0014,Clean Health Vietnam,Pharmaceutical,Bac Ninh,Google Ads,MC002,P001,Product Recommendation,50-249,6,85,0,0,Approved,30,E101,Disqualified,Outside Scope,30340000.0,clean27@company.vn,
L000222,2026-06-25 08:41:00,C0006,Lab Industrial JSC,Pharmaceutical,Ho Chi Minh City,Google Ads,MC002,P024,Product Recommendation,50-249,1,37,0,0,Unknown,14,E101,Quoted,Project Delayed,73830000.0,lab28@company.vn,0916352811
L000223,2026-06-26 12:30:00,C0020,Health Nova Co Ltd,Manufacturing,DongNai,Google Ads,MC002,P001,Sample Request,50-249,4,89,0,0,Unknown,30,E101,Won,,14830000.0,health29@company.vn,0931427558
L000224,2026-06-29 11:16:00,C0001, Green Asia Vietnam  ,Food & Beverage,Ho Chi Minh City,Google Ads,MC002,P025,Sample Request,50-249,1,61,0,0,No Budget,60,E103,Quoted,No Response,191960000.0,green30@company.vn,0989328413
L000225,2026-07-02 08:42:00,C0026,Precision Lab JSC,Trading Company,Dong Nai,GAds,MC002,P002,Sample Request,50-249,1,78,0,0,No Budget,30,E103,Disqualified,No Response,23620000.0,precision31@company.vn,0933240919
L000226,2026-07-06 10:55:00,C0081,Bio Precision Co Ltd,Electronics,BinhDuong,Google Ads,MC002,P003,Technical Inquiry,250-999,2,56,1,0,Approved,90,E101,Won,,10350000.0,bio32@company.vn,0937637076
L000227,2026-07-08 12:27:00,C0018,Solutions Health Vietnam,Cleanroom Contractor,Hanoi,Google Ads,MC002,P025,Price Request,250-999,6,91,0,0,Approved,7,E103,Disqualified,No Response,243400000.0,solutions33@company.vn,0970556181
L000228,2026-07-13 15:23:00,C0010,Scientific Industrial Co Ltd,Industrial Manufacturing,Ho Chi Minh City,Google Ads,MC002,P017,Price Request,50-249,2,55,1,0,Unknown,90,E103,Quoted,Competitor,7900000.0,scientific34@company.vn,
L000229,2026-07-15 14:51:00,C0116,Green Bio Co Ltd,Trading Company,Ho Chi Minh City,Google Ads,MC002,P001,Technical Inquiry,10-49,3,72,0,0,Under Review,14,E103,Won,,23460000.0,green35@company.vn,0947960614
L000230,2026-07-15 08:39:00,C0009,Tech Tech Factory,Pharmaceutical,Dong Nai,Google Ads,MC002,P001,Stock Check,50-249,4,64,0,0,Approved,60,E101,Disqualified,Outside Scope,22470000.0,tech36@company.vn,0948600009
L000231,2026-07-21 10:52:00,C0037,Precision Clean Factory,Pharmaceutical,Dong Nai,Google Ads,MC002,P017,Stock Check,50-249,3,92,1,1,Under Review,30,E101,Qualified,No Response,1590000.0,,0922322026
L000232,2026-07-21 09:04:00,C0016,Lab Advanced Co Ltd,Food and Beverage,Dong Nai,Google Ads,MC002,P002,Stock Check,50-249,2,59,0,0,Approved,7,E103,Quoted,Lead Time,14560000.0,lab38@company.vn,0963571178
L000233,2026-07-26 12:33:00,C0086,Clean Vietnam JSC,Medical Device,Binh Duong,Google Ads,MC002,P002,Price Request,50-249,4,69,0,0,Under Review,14,E101,Qualified,Competitor,2310000.0,,0942711115
L000234,2026/07/29 12:49,C0045,Manufacturing Solutions Vietnam,Cleanroom Contractor,Long An,google ppc,MC002,P003,Price Request,250-999,2,68,0,0,No Budget,30,E101,Disqualified,Student/Research,2320000.0,manufacturing40@company.vn,0948265628
L000235,2026-07-30 11:58:00,C0001,Green Asia Vietnam,Food & Beverage,hochiminh city,Google Ads,MC002,P001,Product Recommendation,50-249,4,73,1,0,Approved,30,E102,Qualified,Specification,6710000.0,green41@company.vn,0928533275
L000236,2026-08-01 15:46:00,C0010,Scientific Industrial Co Ltd,Industrial Manufacturing,Ho Chi Minh City,Google Ads,MC002,P001,Price Request,50-249,3,69,0,0,No Budget,60,E103,Quoted,No Budget,21780000.0,scientific42@company.vn,0989025069
L000237,2026-08-03 11:01:00,C0005,Med Asia Vietnam,Industrial Manufacturing,Ho Chi Minh City,Google Ads,MC002,P002,Sample Request,10-49,1,90,0,0,Under Review,60,E102,Disqualified,No Response,22810000.0,med43@company.vn,0921393719
L000238,2026-08-08 16:06:00,C0008,Clean Electronics Vietnam,Pharmaceutical,Binh Duong,Google Ads,MC002,P008,Stock Check,50-249,2,67,1,0,No Budget,60,E101,Disqualified,Not ICP,4590000.0,clean44@company.vn,0930294529
L000239,2026-08-10 15:29:00,C0017,Advanced Vietnam Co Ltd,Medical Device,Dong Nai,GAds,MC002,P002,Technical Inquiry,50-249,1,91,0,0,Under Review,30,E102,Won,,14710000.0,advanced45@company.vn,0958255118
L000240,2026-08-10 10:29:00,,Clean Clean Co Ltd,PHARMACEUTICAL,Ho Chi Minh City,Google Ads,MC002,P001,Distributor Inquiry,50-249,2,86,0,0,Under Review,7,E102,Quoted,Project Delayed,14330000.0,clean46@company.vn,0999719033
L000241,2026-08-24 17:22:00,C0042,Bio Health Co Ltd,Pharmaceutical,Ha Noi,Google Ads,MC002,P004,Price Request,50-249,4,75,0,0,Approved,14,E101,Qualified,No Response,7650000.0,bio47@company.vn,0968966693
L000242,2026-08-26 17:17:00,C0096,Green Electronics Factory,Medical Device,dong nai,Paid Search,MC002,P007,Product Recommendation,50-249,3,88,0,0,Approved,180,E102,Qualified,No Budget,2590000.0,green48@company.vn,
L000243,2025-04-19 17:11:00,C0010,Scientific Industrial Co Ltd,Industrial Manufacturing,Ho Chi Minh City,Google Ads,MC003,P003,Technical Inquiry,50-249,1,67,0,0,No Budget,90,E103,Disqualified,No Response,21410000.0,scientific49@company.vn,0972322347
L000244,2025-04-21 09:28:00,C0006,Lab Industrial JSC,Pharmaceutical,Ho Chi Minh City,Google Ads,MC003,P001,Sample Request,50-249,4,85,0,1,Under Review,30,E103,Qualified,Price,13420000.0,lab50@company.vn,0957216914
L000245,2025-04-29 17:36:00,C0005,Med Asia Vietnam,Industrial Manufacturing,Ho Chi Minh City,Google Ads,MC003,P016,Distributor Inquiry,10-49,2,64,1,0,Approved,14,E102,Disqualified,No Budget,11240000.0,med51@company.vn,0922290236
L000246,2025-04-30 17:00:00,C0001,Green Asia Vietnam,Food & Beverage,Ho Chi Minh City,Google Ads,MC003,P001,Sample Request,50-249,1,100,0,0,Approved,14,E101,Disqualified,Not ICP,35070000.0,green52@company.vn,0968005445
L000247,2025-05-02 12:23:00,C0007,Nova Pharma Co Ltd,Medical Device,hochiminh city,Google Ads,MC003,P001,Technical Inquiry,50-249,3,56,0,1,Under Review,60,E102,Won,,35130000.0,nova53@company.vn,0930317844
L000248,2025-05-07 09:18:00,C0115,Health Pharma JSC,Industrial Manufacturing,Binh Duong,Google Ads,MC003,P006,Product Recommendation,250-999,4,63,0,0,Approved,30,E103,Won,,15730000.0,health54@company.vn,0975006940
L000249,2025-05-19 15:23:00,C0004,Vietnam Tech Vietnam,Industrial Manufacturing,Ha Noi,Google Ads,MC003,P023,Sample Request,250-999,1,92,0,0,Approved,180,E102,Qualified,No Budget,156210000.0,,
L000250,2025-05-27 17:54:00,C0162,Solutions Vietnam Factory,Pharmaceutical,Binh Duong,google ppc,MC003,P008,Price Request,50-249,1,73,1,0,Approved,14,E101,Disqualified,Student/Research,14890000.0,solutions56@company.vn,0967834033
L000251,2025-05-28 15:35:00,C0001,Green Asia Vietnam,Food & Beverage,HCMC,Google Ads,MC003,P002,Stock Check,50-249,4,73,1,0,Approved,30,E102,Disqualified,No Budget,7250000.0,green57@company.vn,0910751093
L000252,2025-06-05 12:17:00,C0060,Tech Advanced Factory,Pharmaceutical,Dong Nai,Google Ads,MC003,P004,Stock Check,1000+,5,60,0,0,Under Review,30,E103,Qualified,Price,74910000.0,tech58@company.vn,0914106429
L000253,2025-06-19 14:33:00,C0048,Green Bio Vietnam,Trading Company,Bac Ninh,Google Ads,MC003,P023,Sample Request,50-249,5,83,0,1,Unknown,180,E101,Disqualified,No Response,149380000.0,green59@company.vn,0941435121
L000254,2025-06-19 08:35:00,C0009,Tech Tech Factory,Pharmaceutical,Dong Nai,GAds,MC003,P018,Distributor Inquiry,50-249,4,72,0,0,Under Review,60,E103,Won,,16560000.0,tech60@company.vn,
L000255,2025-06-21 12:09:00,C0178,Bio Lab Vietnam,Medical Device,hochiminh city,Google Ads,MC003,P001,Stock Check,1000+,5,79,0,0,Under Review,90,E102,Disqualified,No Budget,19270000.0,bio61@company.vn,0989919789
L000256,2025-06-27 17:39:00,C0040,Vietnam Asia JSC,Food and Beverage,Ho Chi Minh City,Google Ads,MC003,P002,Product Recommendation,250-999,1,65,0,0,Under Review,14,E101,Qualified,Price,5650000.0,vietnam62@company.vn,0988949853
L000257,2025-07-01 16:01:00,C0002,Scientific Advanced Vietnam,Food & Beverage,Ha Noi,google ppc,MC003,P014,Product Recommendation,1000+,1,92,0,0,Under Review,30,E101,Won,,30990000.0,scientific63@company.vn,0921601323
L000258,2025-07-08 09:32:00,C0082,Health Tech Vietnam,Electronics,Ha Noi,Google Ads,MC003,P022,Technical Inquiry,1000+,1,67,0,0,Unknown,14,E103,Qualified,Competitor,45830000.0,health64@company.vn,0982595628
L000259,2025-07-08 08:54:00,C0079,Manufacturing Lab Factory,Pharmaceutical,Long An,Google Ads,MC003,P008,Price Request,50-249,5,59,1,0,Under Review,30,E102,Qualified,No Budget,18860000.0,manufacturing65@company.vn,0948213152
L000260,2025-07-15 17:22:00,C0060,Tech Advanced Factory,Pharmaceutical,Dong Nai,Google Ads,MC003,P009,Stock Check,1000+,5,81,0,0,Unknown,30,E102,Won,,12590000.0,tech66@company.vn,0945031548
L000261,2025-07-26 12:49:00,C0002,Scientific Advanced Vietnam,Food & Beverage,Ha Noi,Google Ads,MC003,P005,Sample Request,1000+,6,67,1,0,Approved,7,E101,Quoted,No Budget,52620000.0,,0939777591
L000262,2025-07-29 13:46:00,C0134,Health Scientific Vietnam,Medical Device,Ho Chi Minh City,Google Ads,MC003,P009,Product Recommendation,50-249,2,89,0,0,Under Review,30,E101,Qualified,Project Delayed,1920000.0,health68@company.vn,0957451295
L000263,2025-08-02 08:19:00,C0050,Lab Tech Vietnam,Cleanroom Contractor,Ho Chi Minh City,Google Ads,MC003,P001,Sample Request,10-49,2,68,0,0,Approved,90,E103,Quoted,Price,23960000.0,lab69@company.vn,0962084403
L000264,2025-08-07 11:39:00,C9005,Lab Industrial JSC,Pharmaceutical,Ho Chi Minh City,Google Ads,MC003,P002,Technical Inquiry,50-249,3,67,0,0,Under Review,30,E103,Disqualified,Outside Scope,8880000.0,lab70@company.vn,0977086360
L000265,2025-08-11 14:20:00,C0006,Lab Industrial JSC,Pharmaceutical,Ho Chi Minh City,Google Ads,MC003,P008,Price Request,50-249,6,72,0,0,Approved,60,E102,Disqualified,Student/Research,19690000.0,lab71@company.vn,0955428805
L000266,2025-08-13 14:47:00,C0175,Solutions Bio Factory,Pharmaceutical,Ho Chi Minh City,Google Ads,MC003,P002,Distributor Inquiry,1000+,4,75,0,0,Under Review,30,E101,Disqualified,No Budget,30680000.0,solutions72@company.vn,0910024265
L000267,2025-08-13 11:56:00,C0056,Med Scientific Factory,Laboratory,Binh Duong,Google Ads,MC003,P014,Technical Inquiry,1000+,7,75,0,0,Under Review,60,E103,Disqualified,No Budget,26710000.0,med73@company.vn,
L000268,2025-08-17 10:16:00,C0015,Lab Green Co Ltd,Trading Company,Ha Noi,Google Ads,MC003,P026,Price Request,50-249,2,62,1,1,Unknown,14,E103,Disqualified,Not ICP,36110000.0,lab74@company.vn,0986494906
L000269,2025-08-21 13:45:00,C0051,Solutions Bio Factory,Electronic,Ho Chi Minh City,Google Ads,MC003,P001,Sample Request,50-249,2,39,1,1,Approved,14,E101,Disqualified,Student/Research,28410000.0,solutions75@company.vn,0918789225
L000270,2025-08-22 10:21:00,C0004,Vietnam Tech Vietnam,Industrial Manufacturing,HA NOI,Google Ads,MC003,P029,Price Request,250-999,4,56,1,0,Approved,30,E101,Qualified,No Response,341000000.0,vietnam76@company.vn,
L000271,2025-08-22 14:50:00,C0044,Scientific Industrial Factory,Pharmaceutical,BinhDuong,Google Ads,MC003,P017,Stock Check,10-49,3,71,0,0,Under Review,7,E103,Qualified,No Budget,7900000.0,scientific77@company.vn,0977094632
L000272,2025-08-24 09:30:00,C0031,Electronics Vietnam Vietnam,Laboratory,Bac Ninh,Google Ads,MC003,P008,Sample Request,50-249,2,61,0,0,Approved,60,E101,Disqualified,No Budget,15580000.0,electronics78@company.vn,0956642818
L000273,2025-08-25 09:31:00,C0005,Med Asia Vietnam,Industrial Manufacturing,TP.HCM,Google Ads,MC003,P015,Product Recommendation,10-49,3,80,1,1,Approved,30,E102,Won,,5060000.0,med79@company.vn,0939718603
L000274,2025-08-27 14:22:00,C0028,Med Bio JSC,Electronics,Binh Duong,Google Ads,MC003,P002,Price Request,10-49,1,69,1,0,Unknown,30,E101,Qualified,Lead Time,15250000.0,,0924068378
L000275,2025-08-27 15:00:00,C0008,Clean Electronics Vietnam,Pharmaceutical,Binh Duong,Google Ads,MC003,P001,Sample Request,50-249,3,67,0,0,Under Review,60,E102,Disqualified,Not ICP,5940000.0,clean81@company.vn,0985231043
L000276,2025-09-03 12:56:00,C0004,Vietnam Tech Vietnam,Industrial Manufacturing,Ha Noi,Google Ads,MC003,P002,Technical Inquiry,250-999,3,64,0,0,Approved,14,E101,Disqualified,Not ICP,20450000.0,vietnam82@company.vn,0965315190
L000277,2025-09-03 08:36:00,C0079,Manufacturing Lab Factory,Pharmaceutical,Long An,Google ads,MC003,P004,Price Request,50-249,2,65,1,0,No Budget,90,E102,Disqualified,Student/Research,16500000.0,manufacturing83@company.vn,0917296105
L000278,2025-09-09 08:03:00,C0006,Lab Industrial JSC,Pharmaceutical,Ho Chi Minh City,Google Ads,MC003,P013,Distributor Inquiry,50-249,6,52,0,0,Under Review,14,E102,Qualified,Price,3000000.0,lab84@company.vn,0991306672
L000279,2025-09-19 12:45:00,C0017,Advanced Vietnam Co Ltd,Medical Device,Dong Nai,Google Ads,MC003,P001,Technical Inquiry,50-249,7,60,1,0,No Budget,90,E103,Disqualified,Not ICP,30850000.0,advanced85@company.vn,0962910516
L000280,2025-10-03 09:31:00,C0005,Med Asia Vietnam,Manufacturing,Ho Chi Minh City,Google Ads,MC003,P002,Technical Inquiry,10-49,3,99,0,0,Under Review,60,E101,Disqualified,No Response,19720000.0,med86@company.vn,0958744827
L000281,2025-10-05 14:33:00,C0003,Vietnam Green Vietnam,Medical Device,Ho Chi Minh City,Google Ads,MC003,P001,Sample Request,10-49,2,67,1,1,Unknown,60,E103,Won,,33380000.0,vietnam87@company.vn,0994710014
L000282,2025-10-10 08:10:00,C0010,Scientific Industrial Co Ltd,Industrial Manufacturing,Ho Chi Minh City,google ppc,MC003,P003,Price Request,50-249,3,87,0,0,Unknown,90,E101,Quoted,Project Delayed,11790000.0,scientific88@company.vn,
L000283,2025-10-13 11:42:00,C0148,Clean Green JSC,Pharma,Binh Duong,Google Ads,MC003,P001,Product Recommendation,250-999,2,76,0,0,Under Review,60,E103,Disqualified,No Budget,21240000.0,clean89@company.vn,0948667057
L000284,2025-10-22 08:34:00,C0005,Med Asia Vietnam,Industrial Manufacturing,Ho Chi Minh City,Google Ads,MC003,P001,Sample Request,10-49,2,58,1,0,Under Review,30,E103,Quoted,Price,29840000.0,med90@company.vn,0973025102
L000285,2025-11-06 12:39:00,C0171,Manufacturing Precision Factory,Trading Company,Dong Nai,Paid Search,MC003,P026,Sample Request,10-49,5,56,1,0,Approved,30,E101,Qualified,Lead Time,71680000.0,manufacturing91@company.vn,0911864795
L000286,2025-11-11 09:03:00,C0036,Scientific Advanced Vietnam,Pharmaceutical,Dong Nai,Google Ads,MC003,P001,Sample Request,50-249,3,100,0,1,Under Review,90,E101,Won,,13500000.0,scientific92@company.vn,0986914926
L000287,2025-11-13 10:08:00,,Clean Health Vietnam,Pharmaceutical,Bac Ninh,Google Ads,MC003,P001,Price Request,50-249,3,85,0,1,Approved,7,E101,Disqualified,Outside Scope,31910000.0,clean93@company.vn,0978991302
L000288,2025-11-26 17:47:00,,Vietnam Precision Factory,Medical Device,Ho Chi Minh City,Google Ads,MC003,P001,Price Request,10-49,4,87,1,0,Approved,30,E101,Qualified,Price,8620000.0,,0923642883
L000289,2025-11-28 16:20:00,C0091,Advanced Lab Factory,Food & Beverage,Dong Nai,Google Ads,MC003,P005,Technical Inquiry,1000+,1,69,0,1,No Budget,30,E103,Qualified,Competitor,39300000.0,advanced95@company.vn,0975790164
L000290,2025-12-05 15:13:00,C0091,Advanced Lab Factory,Food & Beverage,DongNai,Google Ads,MC003,P013,Sample Request,1000+,6,52,1,0,Approved,30,E101,Disqualified,No Budget,33450000.0,advanced96@company.vn,0953446349
L000291,2025-12-09 13:04:00,C0041,Solutions Industrial Factory,Pharmaceutical,Ho Chi Minh City,Google Ads,MC003,P001,Stock Check,50-249,1,65,0,0,Under Review,180,E103,Disqualified,Not ICP,20080000.0,solutions0@company.vn,0988938704
L000292,2025-12-15 17:35:00,C0005,Med Asia Vietnam,Industrial Manufacturing,Ho Chi Minh City,Google Ads,MC003,P001,Price Request,10-49,4,50,1,0,Unknown,30,E102,Disqualified,No Response,22000000.0,med1@company.vn,0957243141
L000293,2025-12-15 15:48:00,C0074,Green Asia Co Ltd,Medical Device,Long An,Google Ads,MC003,P002,Distributor Inquiry,10-49,3,51,0,0,Unknown,90,E101,Won,,16470000.0,green2@company.vn,0978600848
L000294,2025-12-16 16:55:00,C0020,Health Nova Co Ltd,Industrial Mfg,Dong Nai,Google Ads,MC003,P001,Sample Request,50-249,3,94,1,0,Approved,90,E102,Disqualified,Not ICP,33910000.0,health3@company.vn,0935267932
L000295,2025-12-20 12:25:00,C0004,Vietnam Tech Vietnam,Industrial Manufacturing,Ha Noi,Google Ads,MC003,P012,Stock Check,250-999,5,52,1,0,Approved,180,E102,Disqualified,Not ICP,19870000.0,vietnam4@company.vn,0945588951
L000296,2025-12-26 12:07:00,C0009,Tech Tech Factory,Pharmaceutical,Dong Nai,Google Ads,MC003,P002,Stock Check,50-249,6,60,0,0,Unknown,60,E101,Qualified,Specification,17080000.0,,0960378991
L000297,2025-12-31 16:11:00,C0002,Scientific Advanced Vietnam,Food & Beverage,Ha Noi,Google Ads,MC003,P023,Technical Inquiry,1000+,6,57,0,0,Approved,14,E101,Quoted,Lead Time,287730000.0,scientific6@company.vn,0934182643
L000298,2026-01-11 15:09:00,C0001,Green Asia Vietnam,Food & Beverage,TP.HCM,Google Ads,MC003,P004,Stock Check,50-249,3,75,0,0,Unknown,90,E103,Quoted,Price,8640000.0,green7@company.vn,0970252772
L000299,2026-01-12 10:19:00,C0035,Pharma Scientific Vietnam,Pharmaceutical,Ho Chi Minh City,Google Ads,MC003,P002,Stock Check,1000+,7,83,1,0,Approved,60,E102,Quoted,No Budget,9250000.0,pharma8@company.vn,0929258908
L000300,2026-01-16 14:42:00,C0095,Green Nova Co Ltd,Cleanroom contractor,Binh Duong,Google Ads,MC003,P023,Distributor Inquiry,10-49,2,41,1,0,Approved,30,E102,Won,,162590000.0,green9@company.vn,0988182283
L000301,2026-01-19 13:05:00,C0008,Clean Electronics Vietnam,pharmaceutical,Binh Duong,Google Ads,MC003,P004,Product Recommendation,50-249,1,51,0,1,Unknown,90,E102,Quoted,No Budget,5050000.0,clean10@company.vn,0931918898
L000302,2026-01-20 10:11:00,C0024,Green Scientific JSC,pharmaceutical,Bac Ninh,Google Ads,MC003,P013,Sample Request,50-249,4,76,0,0,Unknown,14,E101,Quoted,No Budget,7410000.0,green11@company.vn,0940557480
L000303,2026-01-23 10:39:00,C0007,Nova Pharma Co Ltd,Medical Device,Ho Chi Minh City,Google Ads,MC003,P006,Product Recommendation,50-249,5,90,0,0,Unknown,30,E102,Quoted,Lead Time,31270000.0,nova12@company.vn,0970203853
L000304,2026-02-20 12:27:00,C0014,Clean Health Vietnam,Pharmaceutical,Bac Ninh,Google Ads,MC003,P002,Product Recommendation,50-249,2,82,1,0,Approved,30,E103,Disqualified,No Response,20880000.0,clean13@company.vn,0948890798
L000305,2026-03-09 17:44:00,C0133,Advanced Bio Co Ltd,Medical Device,Da Nang,Google Ads,MC003,P022,Price Request,50-249,4,63,0,0,Under Review,90,E101,Qualified,Specification,48170000.0,advanced14@company.vn,0969941095
L000306,2026-03-09 11:54:00,C0119,Lab Electronics Vietnam,Food & Beverage,Ho Chi Minh City,Google Ads,MC003,P001,Technical Inquiry,50-249,1,67,0,0,Unknown,60,E101,Qualified,Price,9950000.0,lab15@company.vn,0969903751
L000307,2026-03-09 08:04:00,C0007,Nova Pharma Co Ltd,Medical Device,Ho Chi Minh City,Google Ads,MC003,P003,Product Recommendation,50-249,4,69,0,1,Approved,180,E101,Disqualified,Not ICP,17290000.0,nova16@company.vn,0930223138
L000308,2026-03-12 13:50:00,C0050,Lab Tech Vietnam,Cleanroom Contractor,Ho Chi Minh City,Google Ads,MC003,P001,Price Request,10-49,2,67,0,0,Approved,60,E101,Quoted,Price,33200000.0,lab17@company.vn,0971163096
L000309,2026-03-13 14:16:00,C0037,Precision Clean Factory,Pharmaceutical,Dong Nai,Google Ads,MC003,P002,Distributor Inquiry,50-249,1,78,0,0,Approved,90,E103,Qualified,Competitor,21720000.0,precision18@company.vn,0949982623
L000310,2026-03-16 09:30:00,C0026,Precision Lab JSC,Trading Company,Dong Nai,Google Ads,MC003,P001,Sample Request,50-249,1,68,1,0,Under Review,90,E103,Disqualified,No Response,9510000.0,precision19@company.vn,0924344046
L000311,2026-03-20 15:33:00,C0007,Nova Pharma Co Ltd,Medical Device,Ho Chi Minh City,Google Ads,MC003,P003,Price Request,50-249,3,80,0,0,Unknown,14,E102,Disqualified,No Budget,18910000.0,nova20@company.vn,0972671665
L000312,2026-03-23 16:27:00,C0051,Solutions Bio Factory,Electronics,Ho Chi Minh City,Google ads,MC003,P001,Distributor Inquiry,50-249,2,73,1,0,Under Review,90,E102,Qualified,Price,34700000.0,solutions21@company.vn,0939221789
L000313,2026-03-27 17:22:00,C0012,Industrial Solutions JSC,Trading Company,TP.HCM,Google Ads,MC003,P012,Sample Request,50-249,2,82,0,1,Under Review,14,E103,Disqualified,No Response,6830000.0,industrial22@company.vn,0912374338
L000314,2026-03-29 14:07:00,C0095,Green Nova Co Ltd,Cleanroom Contractor,Binh Duong,Paid Search,MC003,P026,Technical Inquiry,10-49,4,43,0,0,Approved,90,E102,Disqualified,Not ICP,47730000.0,green23@company.vn,0997548978
L000315,2026-04-02 11:38:00,C9053,Clean Scientific Factory,Electronics,Dong Nai,Google Ads,MC003,P008,Price Request,250-999,2,59,0,0,Unknown,14,E103,Qualified,No Response,16200000.0,clean24@company.vn,0914132374
L000316,2026-04-03 08:12:00,C0016,Lab Advanced Co Ltd,Food & Beverage,Dong Nai,Google Ads,MC003,P006,Sample Request,50-249,1,52,0,0,Unknown,90,E103,Quoted,Price,9820000.0,,0930308415
L000317,2026-04-03 14:55:00,C0129,Lab Solutions Vietnam,Trading Company,hochiminh city,Google Ads,MC003,P001,Stock Check,1000+,1,62,1,0,Unknown,90,E102,Quoted,No Response,51470000.0,lab26@company.vn,0940484135
L000318,2026-04-03 14:00:00,C0001,Green Asia Vietnam,Food & Beverage,hochiminh city,Google Ads,MC003,P001,Price Request,50-249,4,59,0,0,Unknown,60,E103,Disqualified,Outside Scope,11960000.0,green27@company.vn,
L000319,2026-04-06 14:38:00,C0003,Vietnam Green Vietnam,Medical Device,Ho Chi Minh City,Google Ads,MC003,P019,Technical Inquiry,10-49,2,70,0,0,Under Review,7,E103,Disqualified,Student/Research,10620000.0,vietnam28@company.vn,0928349595
L000320,11/04/2026 14:49,C0115, Health Pharma JSC  ,Industrial Manufacturing,Binh Duong,Google Ads,MC003,P005,Price Request,250-999,3,74,0,0,Approved,7,E102,Qualified,Lead Time,7570000.0,health29@company.vn,0988811169
L000321,2026-04-15 12:25:00,C0099,Industrial Nova Vietnam,Trading Company,BacNinh,Google Ads,MC003,P022,Price Request,10-49,1,82,1,0,Unknown,30,E102,Qualified,Lead Time,57650000.0,industrial30@company.vn,0953560145
L000322,2026-04-18 11:52:00,C0108,Lab Vietnam Factory,Medical Device,Binh Duong,Google Ads,MC003,P007,Sample Request,10-49,1,57,1,0,Under Review,60,E101,Disqualified,No Response,1400000.0,lab31@company.vn,0995808257
L000323,2026-04-21 17:20:00,C0008,Clean Electronics Vietnam,Pharmaceutical,Binh Duong,Google Ads,MC003,P023,Distributor Inquiry,50-249,4,71,1,1,Under Review,60,E101,Qualified,Project Delayed,188610000.0,clean32@company.vn,0998122660
L000324,2026-04-24 11:33:00,C0005,Med Asia Vietnam,Industrial Manufacturing,Ho Chi Minh City,Google Ads,MC003,P001,Distributor Inquiry,10-49,1,64,0,1,Unknown,7,E102,Qualified,No Budget,5290000.0,med33@company.vn,
L000325,2026-04-27 13:19:00,,Nova Industrial Factory,Electronics,Hai Phong,google ppc,MC003,P007,Technical Inquiry,50-249,1,75,0,0,Approved,60,E103,Disqualified,Outside Scope,9370000.0,nova34@company.vn,0997149409
L000326,2026-05-02 12:38:00,C0023,Bio Precision JSC,Electronics,Dong Nai,Google Ads,MC003,P024,Price Request,50-249,3,84,0,0,Unknown,90,E103,Disqualified,No Budget,145330000.0,bio35@company.vn,0995970476
L000327,2026-05-14 17:19:00,C0110,Green Industrial Co Ltd,Pharmaceutical,Binh Duong,Google Ads,MC003,P001,Distributor Inquiry,1000+,3,83,0,0,No Budget,14,E102,Disqualified,Not ICP,32930000.0,green36@company.vn,0952506367
